model,wall_time_seconds_cuda_1,per_sequence_seconds_cuda_1
DASM,0.5257973670959473,0.005257973670959473
AbLang2,51.96340990066528,0.5196340990066528
ESM2-650M,760.9003081321716,7.609003081321716
