pcp_index,AbLang2 perplexity,DASM perplexity
0,7.6612635,4.250356692563774
21,10.755313,4.935600288868669
43,12.653062,7.753163212134397
66,19.26928,5.702183883559034
89,14.698194,10.593985005729232
111,2.375864,1.5530067694807868
132,16.456474,7.457185259583299
152,21.496958,5.920276808486866
176,10.809985,2.5644643788436
197,6.9062524,4.177113231065715
219,3.6051042,2.9011265564826934
241,9.635134,8.864576291076222
264,6.3319235,4.76333003888878
285,4.088484,2.2726892120659405
306,5.767221,6.55698853063939
326,1.6803454,2.024772825453421
346,8.690958,2.7570406234680296
367,3.5133865,3.5370626292499914
387,5.0107293,3.300000811551869
410,5.0397706,3.4967216865319344
432,5.1564603,3.477533318655965
456,17.214502,9.221358084924164
479,6.957932,11.248633307231136
499,7.682419,5.147793813521982
521,3.50523,3.028347171677013
543,21.588802,6.0193091297154755
563,2.19046,1.5886457558743958
585,14.368378,2.49714704214233
611,2.8745008,2.2314503305278457
632,10.559678,11.725406630916183
654,11.450333,6.793414404022123
675,19.094023,8.635681831061008
696,6.0067825,2.203353211673958
719,77.84741,10.087644035273229
743,6.129713,5.3846698846538725
765,5.1867843,3.583526119730596
786,10.319432,3.2091663600629285
809,24.295517,3.2514875652733335
831,9.056728,5.015778102582811
854,32.290394,5.7103127790053625
875,6.655311,4.222989164675584
900,7.644368,5.459762077619558
922,20.911777,6.908887764818026
943,3.9931428,2.6787816658097894
963,25.308134,5.639183245656789
986,544.31525,78.87574189076636
1008,11.782458,7.8237046010064
1028,9.962206,6.682345874571673
1048,29.628923,4.313939579681306
1070,10.716182,10.997863715834544
1091,11.81618,6.229739789134181
1111,2.4682682,2.6820404954605164
1132,34.902367,18.391802373739107
1154,6.8512545,9.482695852135581
1177,13.559523,10.871632711175453
1197,2.9890501,2.757351624908392
1218,19.721195,5.451761649583632
1238,4.551911,6.075679848399686
1261,5.5074325,7.053576714519922
1282,32.904823,6.646317755728186
1304,20.553755,6.023704970439821
1324,2.7852132,2.0403755651173183
1344,39.306263,7.050002904658901
1366,9.480855,3.0752638202207825
1389,7.3266335,5.412161154049655
1412,4.344788,3.4143185843696493
1432,8.3175335,4.842475062911113
1453,4.77868,4.17832462845179
1474,1445.2474,9.77522218457477
1496,6.08914,2.8605222992447
1520,3.299364,3.4256184500879385
1540,3.0197432,3.289832232528902
1561,5.5513215,5.560613492351408
1581,4.8075743,2.9733977965144054
1605,15.462399,8.624138014863522
1625,11.440793,6.222661127648907
1645,74.15964,5.494519101903154
1667,16.542976,5.325621438077577
1689,7.6004233,10.550405904289176
1713,4.568986,3.7802085896523683
1735,12.526953,7.372162702559833
1757,6.3988442,4.447525446895347
1780,6.2468557,3.7838650115829777
1800,8.754441,4.502189922697645
1825,4.670488,2.4851003546753963
1846,16.446226,8.00095755491058
1870,303286.66,112.67498850155451
1892,11.122551,5.363802714086147
1916,17.029686,6.138685597416382
1937,24.664883,10.493909092358171
1957,13.883175,3.664543740341962
1979,71.5794,51.44031211176941
2001,21.21444,10.00525848705525
2022,7.4272456,3.0373942243786503
2042,1.5154729,1.5484860391156363
2062,4.5962906,4.007308466142844
2083,1.5685145,2.740145008429631
2105,3.2439327,3.1867119034512994
2127,2.9363449,3.464292661129762
2150,4.6447797,4.1242242296322
2170,6.488478,5.531059800621383
2191,19.758295,8.736700230115552
2212,8.402236,7.417355788811919
2234,8.239419,4.755130048138909
2254,18.032887,4.8014804555822135
2275,10.903318,9.14367937167038
2295,2.7603712,4.51159453302355
2318,7.6722713,8.733390806463754
2338,33.88893,13.15211774646567
2358,7.1965075,3.9317846818296553
2378,14.352285,6.747210698487005
2398,3.8059645,7.3707937322143176
2420,15.12717,4.890234741523887
2442,10.905968,3.2337283450622674
2463,15.823385,10.600379954331183
2489,44.744408,5.473172275315584
2510,3.7636223,3.1350725003471336
2531,3.1185446,2.145063467272669
2551,6.7374787,5.410357477984224
2571,2.3171382,4.33737166210301
2591,3.9352672,4.388035744347976
2612,3.2916968,4.28820610000318
2633,4.801679,3.445631543263266
2654,3.045091,2.8868435395512004
2677,4.3494177,1.756442309161173
2699,4.5624294,3.8210968680872304
2720,1305.5745,1216.433072730507
2743,5.0187306,3.4638026017806474
2766,8.611488,7.3702917177669365
2786,11.066547,4.659923971027013
2809,13.850498,5.913759441896881
2830,4.541028,3.5203703986907064
2855,5.364868,5.138365048477885
2878,8.096314,4.611493732838885
2899,7.349703,4.145733119528021
2920,8.185371,4.455527428742422
2942,12.142012,6.763848687996752
2966,3.5625992,4.72000401171755
2989,49.587498,45.25370513801698
3011,4.2608447,7.0941064852816735
3032,5.7299924,4.003750450013476
3052,7.5651736,6.083609426618501
3072,9.980002,6.480420405619045
3093,18.294714,14.040816124894405
3115,26.861256,14.440468160667379
3136,15.496729,22.37330920046654
3160,14.094933,5.592743254165056
3180,3.7238464,4.749485959054647
3200,14.489455,11.250002436013846
3224,5.0086527,2.4717056008477973
3244,4.800242,2.9278921812393754
3267,242.5283,25.142728047157927
3288,16.503212,2.6214557696948644
3311,5.0006166,5.3526562674371005
3332,1.7630732,3.1801055371261215
3353,4.1329193,3.388129862643216
3374,123.51085,7.275872447275865
3395,15.944832,16.01745718758709
3416,2.332035,2.0899904154736646
3439,4.1879416,3.931544364430043
3459,9.8104105,2.6817493580895735
3481,33.963776,42.510502064432586
3501,4.6982975,3.90327030772825
3523,14.529601,7.311613559998371
3548,1.8974715,2.4337683219327615
3573,44.002205,4.737716533053881
3594,9.811864,9.902569310597208
3614,5.104724,4.054142727437574
3638,10.940676,5.306571693716181
3661,7061.875,621.1095104665343
3684,9.078087,5.169734807019483
3708,6.946027,6.980937751376285
3730,55.408016,26.76044638583806
3751,3.3458333,3.0197456199311206
3774,1.9368459,2.087858502942504
3804,8.413478,8.766176485710803
3826,15.895136,18.449930519481143
3847,2.2284353,1.4603063688017748
3868,4.5102844,3.194200258734648
3888,8.003531,6.284531316197463
3909,7.5145106,4.440301527599884
3933,4.4341173,4.788311165832258
3959,3.8957214,2.5293381676413276
3979,6.5494423,5.207774716124524
4003,7.294424,6.090528986207832
4027,2.181955,2.757301544155693
4049,5.5747337,4.105805090248241
4069,5.93363,4.824162174235049
4089,12.731167,4.307961941599973
4109,2.643029,3.118263595960415
4130,3.9206822,5.7142804593504355
4152,3.8610702,2.8698321308122168
4174,9.765598,6.308230666272514
4195,16.94508,8.677747529203296
4215,39.586506,13.263318607445695
4238,3.0513031,2.2949602148865997
4263,297.70642,35.37152237226706
4288,13.244365,3.409714343985787
4313,4.25786,3.799323148472396
4336,215.306,8.121007111477322
4356,10.408291,7.735487258872398
4379,5.7604337,4.663433410626572
4400,2.3876405,2.0512957984690323
4420,14.988726,6.281527289988176
4440,2.8618946,2.6041314419255834
4466,1.6057726,1.5894164928426298
4490,2.7377222,3.124727102159137
4514,7.9811397,19.040181572517746
4534,15.985553,4.800620270312326
4554,8.451439,8.423571016938132
4577,4.2186327,2.674304949887116
4601,13.996006,9.478392487221846
4621,9.272335,7.17598502648817
4641,11.455562,4.070433957375609
4662,1.6039037,1.3975704449530415
4684,6.4659395,3.3674663789817516
4704,3.4321475,3.1385055307762526
4724,4.416621,95.49170174986291
4746,5.2001047,14.929664428365598
4768,7.088857,5.672677939726097
4788,6.3548446,4.420152873534532
4810,4.493871,4.917613978885438
4830,9.802441,7.489945213767444
4850,10.875121,7.018135648169486
4872,52.267643,33.62506690016631
4895,8.718611,7.668616743726961
4916,2.5196593,2.8862122409896562
4937,2.4882095,1.4998996473935724
4960,2.8498952,2.6980312039364986
4980,14229.278,20612.85673318079
5000,8.173727,10.077962459193474
5021,13.454642,10.820252958776274
5045,17.724377,7.17583696996837
5066,25.823893,16.14089646507542
5089,9.033877,137.38583681022914
5110,3.378439,3.6147380314855573
5130,122.54764,4.405542517439448
5153,14.72958,8.531991855884579
5175,6.481403,7.2458539047737816
5196,2.7560403,2.993293054550489
5219,7.2647276,4.982544725189286
