pcp_index,AbLang2 perplexity,DASM perplexity
5240,9.059485,5.871759757391198
5261,3.7798169,4.86800904889443
5281,10.791589,4.436273867386077
5304,1.1053362,1.1498345245142154
5326,2.9172525,3.4007331987676612
5347,8.529574,4.24488731079277
5370,31.319967,25.121354080501856
5391,19.635914,5.575279967127154
5414,21.658789,7.559952144134762
5439,3.0437398,2.4783193792714893
5461,12.048429,4.482202437773601
5483,2.397071,2.2409985397892878
5508,15.033358,8.516314392472319
5531,18.116985,3.3984302721685054
5553,1.0306953,1.0900725408369105
5573,15.66312,4.290464773976752
5595,9.531787,3.0576459163310767
5618,5.064479,4.294417615485668
5639,19.258343,7.99614710490727
5661,7.189071,10.35067559647124
5682,10.394456,5.467703688768745
5703,4.7462826,6.466083388994109
5724,6.5141807,4.634896651890379
5747,45.287926,1439.5815012536102
5768,7.7836885,7.6567116784603595
5788,8.750528,20.251944494495394
5810,5.370899,4.201632001003925
5833,10.280484,6.64829166199444
5854,8.597911,6.471707874615645
5876,10.957704,8.310625654887739
5897,4.558517,3.0439740359270315
5918,3.3438761,3.717840888124134
5939,9.859697,4.440844604316646
5969,1.1156783,1.5065944650495597
5989,4.5742707,3.8152515470908592
6011,6.7201133,5.0670011055724835
6035,134.147,41.17917593772456
6056,8.056778,8.772888530624346
6080,5.565338,5.222878800272796
6102,5.359251,4.089563729507386
6124,77.59784,8.029373495344561
6144,55.651432,5.606957103053544
6165,1.9915316,2.2482239875900567
6187,12050.967,342.07395049996927
6208,3.2112122,3.0599220937450853
6229,12.122189,5.493463307687029
6251,182.96237,38.330865668961415
6275,5.548421,3.9428924783934747
6295,7.170294,3.761524200993899
6317,28.949043,23.180444206879034
6337,1.7895012,1.599575765590276
6358,6.8954,6.743783335676598
6378,7.320018,4.779695872156766
6398,6.6204925,5.830560888278935
6419,13.49041,3.045324621160372
6441,15.139339,11.508503534027147
6461,20.74081,8.618177857032423
6481,12.888048,7.673219169590214
6501,2.2405446,4.317760956234201
6523,3.9705346,3.8499518783001525
6543,3.636354,3.163665750297481
6568,23.108547,11.216458500354644
6588,3.5922399,6.0701673108820104
6609,27.60628,11.483143800939244
6630,5.878349,3.8692549155844596
6650,6.353598,5.187285042759584
6672,2.8316905,2.96375567287672
6693,5.5326858,4.4989613509573
6714,3.3317714,2.633001030257479
6736,4.1785116,2.2563200051858248
6756,5.272553,4.9297437825876775
6777,13.664278,6.85607478244117
6797,12.449009,5.980427985423234
6821,16.327362,8.023833639388394
6844,5.955113,4.7334184718875605
6865,9.291398,4.626800861560618
6886,7.4466825,4.465199820104816
6906,4.566581,3.605311372947395
6928,5.0743217,8.047726243155687
6949,5.4358845,1.7072032936785346
6970,11.323559,8.497628408047595
6991,27.812405,3.2796649025931344
7012,148.45067,1.7548207003628626
7034,19.239216,8.4000459358772
7057,4.1459365,2.630295488375785
7079,2.0826428,2.2830352464928465
7101,6.533813,5.703231406282569
7122,9.806492,6.2949196277551245
7144,10.894473,7.296564233919902
7169,7.4231596,5.200933814015911
7190,3.4321487,5.285334380508179
7212,3.9455087,3.0971537178648156
7239,7.2866025,3.725143504733167
7259,5.0964937,4.726771809790073
7283,8.200707,5.460954504298182
7304,11.217558,6.750953335527245
7327,2035.8846,11.606084451388341
7349,8.252767,3.205298841421313
7371,6.0337253,3.9103444424482956
7393,2.8782876,3.2273205120633905
7415,6.034766,4.821886374574153
7436,12.015027,14.304582176461476
7456,6.395341,4.204113957345015
7476,50.79606,4.09408469590317
7499,37.386307,7.109741522064807
7525,3.4276407,2.720518730018435
7546,1936.6558,10.055440563413882
7567,6.211167,4.6136450558040725
7588,6.6460705,6.588581980281287
7609,10.982579,8.358519898693308
7631,12.738897,7.285023325857139
7652,14.299624,10.508624580875452
7673,123.2973,2.118911231872046
7695,6.4310765,2.3311013978414494
7716,9.968331,8.34040923075838
7741,3.2353473,2.8594437936151387
7763,11.188935,7.091025648476344
7786,1.4951472,1.590351098790015
7807,13.240913,4.328571694867359
7835,13.639306,2.787928512942911
7863,40.017277,4.9918897237815125
7889,7.2200265,10.238925192782535
7909,20.059717,6.756517440289894
7929,2.5495186,2.8515677556885297
7950,7.972074,4.1599702975896236
7977,561.2007,76.53681200990225
7999,1.9786628,4.358964709195752
8022,2.8918972,2.3734930751363064
8045,98.887535,70.01410817028972
8070,5.9790897,6.1190756875828605
8093,8.5918455,2.8967542130593635
8114,87.527405,4.502699763621382
8137,24.225016,10.164962671750738
8161,20.019423,10.40901637905781
8187,13.226725,8.241422565668206
8210,12.702509,8.321694473461884
8233,11.298801,6.701927137656258
8256,1.0236038,3.082914484449049
8277,14.91055,9.711669349076331
8297,5.20067,3.738133569942645
8318,10.906826,4.0774962206116525
8338,1.2564044,1.39586915626404
8362,17.874271,6.759554361514022
8385,6.1130285,4.244762945987658
8407,4.788705,4.105479906112259
8429,5.6525416,8.739598560392917
8450,10.599441,11.149837111439544
8470,3.9075553,4.020337362099527
8493,12.742035,8.010100163453213
8513,32.136124,2.9142575396128167
8534,3.9057693,4.741398906626632
8556,2.821728,3.1033716205356225
8577,3.5944746,6.291470371827992
8600,24.535837,8.015897284494422
8623,6.0412717,5.1230147893539915
8646,6.7950654,4.082957365705026
8666,27.536291,38.81245381023995
8687,8.328126,3.9944062454627733
8708,10.614404,9.216300591992585
8729,15.483138,7.388854940385459
8753,49.017406,26.19379540800669
8774,4.9400597,4.036429861846468
8799,1.4742624,1.3877545821077832
8819,7.332345,4.480929815811531
8841,2.8287451,2.42117615339331
8865,90.54349,6.736689790123789
8885,5.2800674,11.19285179794584
8909,2.8082578,2.4780601421222315
8932,4.929916,4.075854531139194
8954,1.2716582,1.9042100580993941
8976,28.515816,310.0224485391299
9003,8.070278,2.2380732904564207
9027,43.29601,6.200996744374032
9052,7.026349,3.880901328133882
9074,36.056625,7.871752150116994
9096,2.915989,2.5936258712111715
9117,3.9977405,3.570063794043345
9138,5.0931473,5.405137968916067
9159,10.466621,7.742143154443046
9181,16.203114,1.9521647258138084
9206,54.83082,22.524155812335803
9229,13.9454365,12.2757430411448
9250,2.545905,4.133900646752074
9273,3.8459847,32.41518277758805
9296,4.454187,3.4853088322308343
9320,14.230223,4.723037644627528
9345,13.960886,11.557314748025195
9366,13.75979,26.151613143639032
9394,13.206595,5.078611150884369
9414,15.017044,5.8659620680527285
9435,6.908211,6.535686138852833
9456,37.67646,17.293254011287388
9478,6.5572834,5.1102319611092115
9499,3.1389732,2.291453024077998
9521,14.427616,15.293648497224064
9543,6.2498617,4.769735639448222
9563,9.707911,12.526589875028847
9584,5.93694,6.1110437923686165
9606,9.406859,6.480545166504962
9628,90.98507,5.3534423074349045
9650,6.2676487,2.594369253546189
9672,40.700443,10.590837534841267
9693,5.281536,3.9151396838275327
9713,4.130503,21.298246752664564
9737,3.8516765,3.9623879439815823
9758,5.4607854,6.688538389207016
9778,47.561386,143.40720811853254
9801,5.3134437,3.523320870692205
9824,29.08846,9.532713262645302
9846,20.340914,6.875797867847547
9867,3.9449105,4.30638632248005
9890,6.0108147,5.812420890976018
9910,7.736908,5.911106856227766
9931,16.802977,2.3429631282322205
9952,1101.6783,173.51930931112912
9972,9.257699,8.98068190638307
9994,6.473869,3.087415358888382
10014,7.976456,5.373704504441618
10037,10.910735,4.3873929065636865
10059,3.3838675,2.2122709769594886
10080,14.278019,5.462440381863615
10103,18.427982,24.535270746553817
10123,3.53571,2.7530942268600636
10149,8.585182,5.348864405147749
10174,29.609314,18.233046101166863
10194,8.566592,13.105634569704073
10218,29.15761,7.902788549530328
10244,20.752266,6.261657340828083
10267,8.431664,4.557348503922962
10288,2.805831,1.8476916816398947
10309,10.861033,6.3493090484697925
10332,45.566807,95.92582811086368
10357,54.95528,13.728603261460142
10378,36.477005,16.40312739991173
10399,5.4846115,6.648729105607606
10419,47.020393,79.17596638890751
10440,3.0914745,2.7015436658842327
10462,11.817324,7.510093770968785
10483,3.0171413,2.893738591080057
10506,10.23676,7.393080994426164
10526,4.030936,8.901916750211875
10546,8.27151,9.585980890564269
10567,6.559776,4.253698804322999
10593,12918.583,521.15331877086
10614,17.796484,8.86147922086595
10635,7.04736,7.735209414824733
10656,2.3644202,2.7011423650387254
10677,8.959099,7.101662137211591
10698,15.794002,7.318168979510387
10719,22.18066,5.055617901793709
10741,4.2358375,4.344039325464189
10763,7.9439116,7.917062248368265
10783,9.041404,9.419144235939179
10803,6.4797916,6.325117610269462
10823,1462.3463,8.347537074153033
10844,255.597,7.4028254152509465
10865,1411.7797,2.8695317661783974
10888,4.455979,12.721439732699281
10912,2.642883,2.4995284299634135
10932,4.268409,4.068899993585205
10954,4.0325613,4.004071557680586
10976,9.161908,4.891498480354466
10996,1.293456,1.2431106128952116
11018,7.575118,4.6070039723064795
11038,13668.98,7.133982195464641
11059,5.293868,2.7142497409265234
11081,4.2985106,3.800260182380548
11102,8.312678,4.004414670572195
11123,3.5989711,4.642026180764474
11144,14.70296,2.823941221101942
11165,8.976301,5.817224775937855
11192,3.424456,1.3330248381035679
11214,11824.836,6.219275669635307
11235,25.14613,11.619234655430132
11257,6.127875,4.03557720683882
11283,6.556392,3.3053101968244962
11305,3.168687,7.544995456174143
11327,12.055952,3.494584839998529
11347,623.50903,5.423207689826652
11368,2.721047,1.7725937025177925
11392,3.481371,2.7861239891190728
11413,3.9468758,3.4784333704329944
11435,3.771993,3.2752686350478704
11457,5.3023376,3.7157771063214096
11479,7.0127225,9.954075943833187
11503,23.537498,10.471030192984148
11525,9.603324,4.708715500385373
11546,8.955203,8.354415299464463
11568,72.991104,8.39614091267509
11590,25.183298,5.113085904197561
11611,9.411985,9.773550732732671
11633,6.7384753,6.750194371081997
11655,3.1408074,2.4814040924965965
11677,4.6806717,4.70454019999857
11698,13.797145,7.141402768548095
11719,10.728885,3.665868065409498
11739,89.63818,15.248170462677296
11760,3.5703363,5.743711445294095
11784,13.475172,8.360592148265303
11806,720.1099,10.222970555183268
11827,5.8592553,4.783879592904402
11849,18.746523,5.275728001469147
11869,2.8337905,1.6633923069715932
11891,16.868597,12.204414731521565
11913,40.998318,9.048396420502112
11944,18.167645,2.508224056858526
11968,6.3825974,4.334774306963373
11988,19.690296,6.833072063697528
12009,2.6487863,1.9335579674369563
12032,2.0149672,2.343943627044349
12056,9.576158,6.277671953219921
12077,13.245214,2.36075542638195
12100,7.195176,4.8498350772574215
12120,14.16722,15.954878715501765
12141,3.543423,8.631183219816789
12166,1.8373369,2.240517386321949
12191,3.766451,3.7590206820774745
12213,4.034117,4.182628193398129
12236,2.5397882,1.8965149429029406
12256,11.9402,10.377159118710102
12279,6.521291,5.9216721980099205
12300,9.176033,3.726054342371387
12324,3.9755394,4.205022764233725
12355,5.1614594,1.961972244511047
12379,3.0151153,3.004522216021954
12401,69.47273,5.7399152805715765
12423,2.8945127,4.712943802292146
12446,100657.1,1369.6905100932136
12467,42.66292,6.238958338192225
12489,2.8561258,3.595683669456234
12512,23.402548,4.286778098660226
12537,1.8351067,2.843273861061256
12560,8.558227,4.6243281503148905
12581,11.569214,3.942090283843975
12605,3.8521857,4.270434117538105
12629,19.791685,7.134323325827244
12654,12.480466,11.531702074719389
12678,14.599414,2.9613220349035063
12702,8.837316,5.3646747889633986
12724,13.447052,30.706984534971298
12745,3.0797946,2.5393776594905213
12769,3.019516,3.289675029899736
12791,3.298532,3.0698107476645977
12813,9.153191,4.974533395311081
12833,3.1101863,3.037623500191153
12853,4.5726604,1.7817919061736747
12876,4.3768115,2.1353919682547158
12900,7.212047,4.365965748971838
12924,26.085491,6.3137152002420525
12944,31.268263,14.197962571793994
12968,4.325202,5.447482523735804
12990,10.814071,7.170098511329392
13011,4.9841156,3.814059295477675
13033,4.2474785,4.839461992676073
13056,8.140428,5.757397407788967
13079,7.802577,7.3565282955319065
13099,11.520448,16.542672543622714
13121,7.3896885,4.866526642867846
13142,7.304629,5.106663346208817
13165,1161.2584,190.2923782137911
13188,16.746717,17.49462121229402
13211,98.11569,161.8343807118174
13237,9.620539,4.8511549217799015
13259,17.58092,4.373085595002385
13281,5.611693,5.378493079112084
13302,6.626446,6.515126702812864
13324,5.755012,4.9886372218849
13349,3.725518,3.316893245461146
13372,14.068839,10.138289925351248
13393,35.824368,5.1961322653685125
13416,5.261994,3.518363812238242
13438,13.232254,7.395337417646767
13461,32.72795,1.7723026581134118
13485,329.61066,11.981281318945197
13506,8.839212,6.356648495490837
13527,14.158691,15.715981285835156
13549,4.632264,3.6984326110900603
13569,7.2632675,5.802508625736418
13592,2.6050367,2.34236764766618
13615,2.8901165,2.5759867515510546
13638,67.08431,32.038166744638815
13661,2.171929,1.5965390273446491
13685,5.5515,7.601936294994141
13707,3.2826953,9.06117116438358
13729,1.5869852,1.753770893380946
13750,3.7852137,4.086407398495976
13772,4.3794217,4.276629370973037
13797,6.2660775,3.967918534365037
13821,1.1284254,1.4067230215052204
13846,3.050492,2.0468053223085185
13869,5.3899627,6.6077994424581
13890,4.3156314,6.579293163600001
13910,26.544483,5.5365713799743626
13930,5.2992096,7.012108964019621
13951,10.627194,3.7610233033037095
13973,11.411654,8.102114989954503
14000,33.4457,2.6508283672745967
14025,52.70238,4.432518925379649
14049,15.961666,3.5868322598665747
14073,5.675883,3.1504216154925664
14100,10.874688,4.70726793148021
14122,6.6564,4.339899526882855
14143,6.0682917,6.589416720754044
14165,6.999514,3.413072219555458
14188,5.817872,4.447688765908265
14211,3.225541,3.2632909224256017
14234,2.1354809,2.4699620961934343
14265,8.946027,8.463706456466188
14286,5.9064837,5.446045581357151
14309,5.5877357,2.824099009278821
14329,56.62275,880.6993515583778
14350,4.798475,3.116399670421875
14371,2.6843612,1.9938238248718625
14395,7.9909205,5.915611294722301
14418,7.5378146,5.362670356949262
14441,7.236861,4.348864492739342
14463,8.234056,3.69205132893973
14487,46.73155,5.250110475084833
14513,5.390707,3.060242874249709
14534,6.3082113,4.071528558603464
14556,1.9198725,1.9263202151755618
14578,2.1812232,9.10647115992753
14601,13.394579,2.0268947603687195
14625,14.086782,2.528960302613371
14647,11.866379,7.971582626478408
14671,13.278401,6.568852900603584
14694,1.9666564,1.6929681324068293
14720,6.8239064,3.9943135965454784
14743,4.0361624,2.479555568627028
14765,1.5479184,1.4667811610266654
14788,5.2159357,3.5399689189561907
14810,1.0040774,1.6632651644962642
14832,2.5415947,2.99015097205399
14853,5.1516857,3.9909115931290424
14878,6.2047005,3.7662248316970985
14901,4.817104,3.5736151856188956
14927,2.0440805,2.0854731841970517
14947,8.249678,6.428642697946393
14976,6.950113,6.343297936222424
14999,6.6684804,6.811347785776117
15019,1.2465308,1.1236821418283334
15041,6.4628143,7.18502936158258
15064,1.0766639,4.662156342512215
15086,2.801919,2.685112690723041
15107,3.8691523,6.52153747241103
15131,14.096052,5.589020993742569
15154,1.6076416,1.8177131438032332
15180,18.301977,4.436327573803895
15201,6.7165003,5.238026856564953
15222,119.34417,33.672386369452184
15244,10.408696,10.418589400648509
15268,3.614596,3.512424109058008
15293,4.6374774,5.076339320094366
15317,5.9394727,4.916293439554828
15338,3.9842203,3.4314517260331483
15360,4.2924004,3.7617476344286276
15383,129.65076,18.45432041832151
15404,2.4104426,4.712072992133932
15424,1.6772168,2.255459305461376
15444,7.4498825,5.698162548456945
15465,7.0493646,7.512450970171545
15486,8.794388,5.03705413809958
15507,18.41652,15.264200658790093
15529,7.8156676,3.7704262371131327
15551,290.88052,53.8847296112682
15573,3.1261456,8.244366622661571
15593,6.9371157,6.3927649227624705
15614,4.963449,4.11298372493302
15636,3906.4258,32.67441205998834
15657,5.218113,4.934244182772157
15682,8.814195,5.979094065745422
15704,2.2245471,2.0133529705339477
15728,3.2610497,3.9370246600490373
15750,20.333796,7.446855031373228
15771,10.173838,7.709941001772484
15794,111.10958,25.919877794841916
15815,2.3729093,3.7003305376148403
15838,3.5539985,2.7297166122683794
15860,5.604564,3.61742175381921
15881,6.070215,3.6736347023834743
15903,3.5629866,3.7391458930194044
15928,1.3551642,1.434734178727674
15950,5.7768197,4.7720193059147995
15975,3.3656845,2.12431478023265
15996,14.040136,2.7524894512877784
16020,6.0217957,3.426738494941207
16040,12.280807,4.460479249553618
16061,9.864685,6.1330868598638935
16083,14.848996,11.75587895489337
16103,8.943006,10.515429155609688
16124,9.465422,2.8360124828921442
16148,4.7969646,4.020051255691749
16168,8.677845,5.587209440725662
16191,4.247344,3.7172645914642692
16213,23.858461,5.565206451731503
16239,8.971304,9.87906552473909
16260,13.565699,8.5922909418679
16283,4.7644744,3.4464150494005787
16305,13.345574,4.367273785537008
16328,3.8520772,4.385814176863479
16348,8.830323,2.91482967145259
16374,47.753784,5.5104432164202
16395,16.412836,6.908149528328951
16415,14.798911,3.6134417742294884
16438,10.321526,6.371882454422718
16461,12.424179,3.24559443359767
16485,2.3385484,2.623761824233054
16509,4.3018613,3.4983404014031487
16531,15.2344,2.2967448998658386
16552,45.001507,4.235978236273574
16574,87.42767,6.868069246189488
16597,66.86826,104.11343297012218
16621,2.6631212,2.6989475292423553
16644,11.440664,9.649661398541728
16667,5.302015,5.287084154062457
16688,5.41653,5.320269622092618
16712,12.899143,7.440164370239632
16733,15.06235,7.149843083883794
16753,2106.7156,7232.000026941305
16774,22.897455,6.072710148646824
16798,10.106919,7.274366099028597
16818,3.2730198,2.689058932565151
16843,21.204845,11.204833157073661
16865,4.3736467,2.9831940796727867
16887,2.3919964,2.594835837412281
16909,7.989583,8.044462821350464
16931,14.480286,5.096960673479777
16952,5.9268775,5.577893541048848
16973,65.844246,4.798566140426685
16995,106.6385,22.86099406105078
17017,1.8403841,2.3613782744313543
17039,11.47847,6.9273498989925475
17063,8.665325,5.270707748101642
17089,19.991638,20.321802832554127
17112,6.3577404,6.404833305376998
17136,14.288297,2.768442028761081
17158,143.17293,1.706809560574173
17179,13.811827,4.963952247858442
17202,14.374661,13.086957857573358
17225,5.7930264,5.067213493782831
17246,783.56024,56.69629825663955
17266,4.4287944,4.11346288519162
17286,1.2649448,1.7205047022284334
17306,8.812665,3.6357835638996936
17327,4.9489837,4.9983020947535275
17349,11.000572,5.736774505980499
17371,21.660664,30.240016564473645
17394,7.1811757,9.987672998694615
17417,4.355715,1.9195908059083069
17442,25.418547,14.685298850124482
17464,22.366066,9.846484738774093
17485,4.328409,5.593406321826308
17507,4.449368,4.71982881873451
17528,2.6674044,6.704355687125171
17551,8.80717,6.315157772233091
17574,3.180651,5.929401378319794
17596,6.102489,3.4925265988577983
17616,4.9593496,3.969880580376962
17637,5.3070335,3.8122258485954723
17658,5.166897,3.5949907652512785
17679,51.623028,6.79802824261705
17706,5.676556,4.618991936136484
17729,121.133194,34.295254509936164
17751,4.150875,2.8330747749386513
17774,10.700939,5.960960009717438
17795,5.4006653,8.831093311034344
17817,53.608356,10.782124497554964
17837,4.08753,3.6107080718323834
17857,30.518827,136.90869405197165
17877,9.130691,5.66797234052271
17899,943.7283,8.587482281859735
17919,8.622629,6.572817345916922
17943,8.071608,5.890445686336314
17964,5.389393,4.665989256612884
17985,45.83476,5.736210705827636
18006,9.423091,5.4921786944090725
18027,96.3077,13.783393726500108
18048,1960.1116,302.38011899293906
18069,2.4584048,2.435308248979737
18095,6.4873095,13.751061914337152
18119,1.7018487,2.2346346868191884
18142,10.564447,4.855669829648389
18166,3.86875,3.859087126419397
18189,4.95535,4.598769573174378
18210,9.263179,3.7530142057017715
18231,16.442125,9.927683234346798
18252,4605.1646,3.189649978587965
18275,8.427366,4.60050814089171
18296,9.948262,15.2886703966293
18321,6.7501636,3.3695560554446695
18342,7.964131,6.786447161235349
18365,6.6257963,4.620621769722046
18389,1.9492087,2.5764608316408166
18410,5.6888547,3.3420650202663276
18432,10.009737,7.274121860096885
18454,9.153692,22.90143452212343
18476,5.1995277,4.9296101072135565
18496,8.636489,3.934275369810852
18517,6.8946342,4.822685307064213
18537,10.1305685,3.82680862403266
